id,project,bug_id,score,gate_threshold,needs_augmentation,augmentation_hints
Closure-1,Closure,1,-9.008393869801571,-0.02153260078811743,True,"repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary.; reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior."
Closure-10,Closure,10,-8.241914471613423,-0.02153260078811743,True,"reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary."
Closure-100,Closure,100,-9.232971140895367,-0.02153260078811743,True,"repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary.; reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior."
Closure-101,Closure,101,-9.783353311422717,-0.02153260078811743,True,"reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary."
Closure-102,Closure,102,-17.214419325410272,-0.02153260078811743,True,"reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary."
Closure-103,Closure,103,-9.688461397732208,-0.02153260078811743,True,"reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary."
Closure-104,Closure,104,-13.79411938388702,-0.02153260078811743,True,"reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary."
Closure-105,Closure,105,-10.804516494925721,-0.02153260078811743,True,"repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary."
Closure-106,Closure,106,-16.640362557612406,-0.02153260078811743,True,"reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary."
Closure-107,Closure,107,-9.15808818824815,-0.02153260078811743,True,"reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary."
Closure-108,Closure,108,-10.356405548277761,-0.02153260078811743,True,"reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary."
Closure-109,Closure,109,-8.69358968158617,-0.02153260078811743,True,"repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary."
Closure-11,Closure,11,-10.183904261336965,-0.02153260078811743,True,"reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary."
Closure-110,Closure,110,-10.071984309995416,-0.02153260078811743,True,"reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary."
Closure-111,Closure,111,-10.48529298471912,-0.02153260078811743,True,"repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary."
Closure-112,Closure,112,-9.171186950033505,-0.02153260078811743,True,"reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context)."
Closure-113,Closure,113,-8.68322851935286,-0.02153260078811743,True,"repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary."
Closure-114,Closure,114,-25.468383731466385,-0.02153260078811743,True,"reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary."
Closure-115,Closure,115,-9.628740334006283,-0.02153260078811743,True,"reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary."
Closure-116,Closure,116,-9.035964850621603,-0.02153260078811743,True,"repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary."
Closure-117,Closure,117,-12.03655976352786,-0.02153260078811743,True,"reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context)."
Closure-118,Closure,118,-10.643131780818505,-0.02153260078811743,True,"reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary."
Closure-119,Closure,119,-9.136838466097387,-0.02153260078811743,True,"reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary."
Closure-12,Closure,12,-9.401211274711581,-0.02153260078811743,True,"reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary."
Closure-120,Closure,120,-10.046663335570237,-0.02153260078811743,True,"reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary."
Closure-121,Closure,121,-10.046663335570237,-0.02153260078811743,True,"reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary."
Closure-122,Closure,122,-8.339007066746777,-0.02153260078811743,True,"reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary."
Closure-123,Closure,123,-10.532256951334018,-0.02153260078811743,True,"reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary."
Closure-124,Closure,124,-8.496899227933495,-0.02153260078811743,True,"reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context)."
Closure-125,Closure,125,-14.655954293830511,-0.02153260078811743,True,"repair_difficulty: HIGH repair difficulty — generate an inferred fault hypothesis and likely impacted code concepts to guide retrieval.; actionability: LOW actionability — add concrete reproduction context or trigger conditions implied by the description.; clarity: LOW clarity — restate the core failure in unambiguous terms, distinguishing symptom from cause.; ambiguity_type_count: HIGH ambiguity — identify and resolve the dominant ambiguity type (missing steps, vague inputs, unclear error).; expected_observed_alignment: MISSING expected-vs-observed contrast — explicitly state what the system should have done vs. what it did.; technical_completeness: LOW technical completeness — infer missing structural elements (e.g. reproduction steps, environment context).; reasoning_composite: LOW causal reasoning quality — supplement with an explicit cause-effect chain derived from the observed behavior.; embedding_cluster_distance: HIGH embedding cluster distance — report may be an outlier; consider whether terminology aligns with codebase vocabulary."
